sub_id,A1,A2,A3,A4,A5,A6,A7,A8,story,p_type,q1,q2,q3,q4,q5,q6,q7,q8
sub-01,It has wood paneling and plants all along one wall.,They have entrees in japanese with english descriptions under,"James orders a tuna roll and an avocado roll, and teresa orders a salmon roll and a japanese beer",They think it's good; the fish is very fresh,,James asks teresa whether she got a concussion/hurt her head on the door,"They agree to go on a date, but i don't remember the location/time",,41,loc,2,2,3,3,0,2,0,0
sub-02,This was not at a restaurant ....,This was at a restaurantquestionquestion oh shoot this was the sushi placequestion,One orders salmon with japanese beer and the other tuna with someone else.,Very fresh. very happy.,They are at the airport and i think james notices teresa  but not what they were holding,I can't remember.,"When one of them comes back from a trip, they will meet.",Departure time.,41,loc,0,0,2,3,0,0,0,0
sub-03,"Large, fancy, red, wooden tables",Neon with lots of japanese and a bit of english translations here and there,"A salmon roll plus beer, then a tuna roll plus a veggie roll",They think the fish is very fresh,A newspaper,Does your forehead hurtquestion,Tonight for a concert,Noonish,41,loc,1,3,2,2,3,2,2,0
sub-04,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,41,np,0,0,0,0,0,0,0,0
sub-05,There are benches by the bar on which james and teresa sit...,Not big or small,Teresa orders salmon roll and a japanese beer; james orders the tuna roll and a vegetable roll,They like it,A menu,How is your forehead,"They are going to meet later that night for an egyptian artist's concert that james had two tickets for, but they were free",3pm,41,np,0,0,3,1,0,2,3,3
sub-06,"Bright, outdoors, with hanging decore",,,The food was good,They were both having dinner alone at the same restaurant,Something about the food,They will meet the next day for dinner,The evening,41,np,1,0,0,1,0,0,0,0
sub-07,Velvet,Japanese text with small english text,"Teresa gets japanese beer and salmon roll, james gets tuna roll and vegetable roll",They like,Door,Have you ever been bit by a scorpion,No clue,,41,loc,0,2,3,1,0,0,0,0
sub-08,It has a glass door and is empty,The menus contain long lists of japanese dishes with english translations next to them,Teresa orders a japanese beer and james orders a salmon roll,The food is not commented on explicitly,James is holding a newspaper,James asks teresa how her forehead feels,James will pick teresa up at 8 for a concert that evening,3colon00,41,np,0,2,2,0,3,2,2,3
sub-12,"Sushi restaurant, they sit at a bar",,"James vegetable and tuna roll, teresa salmon roll and beer",, ,,Concert that tonight,,41,soc,0,0,3,0,0,0,2,0
sub-13,I don't recall. i do remember that it is a japanese restaurant in atlanta with larger japanese text on the menus and smaller english text,They have larger japanese text and smaller english text,Teresa orders a tuna roll and a beer. james orders a salmon roll and a vegetable roll.,They like it because the fish tastes fresh,I don't recall. teresa was texting on her phone when she bumped into the door,James asks teresa if her forehead hurts,They will meet later that day--maybe at 8 pm--for a concert by an egyptian artist,I don't recall,41,np,0,2,3,3,0,2,3,0
sub-14,Japanese style,In japanese with english in smaller priont,"Sushi, but teresa orders beer",They both enjoy it,Teresa hit her head on door,,Concert later that night,,41,np,0,2,2,2,0,0,2,0
sub-16,I don't remember,I don't remember,"Teresa ordered fish and japanese beer, and james ordered two roles",I don't remember,I don't remember,Teresa asked james if he had been stunned by a scorpio,I don't remember,I don't remember,41,soc,0,0,2,0,0,0,0,0
sub-18,,,Sushi,They both liked the sushi,James is holding a newspaper,James asks how is your forehead,They will meet that night for a concert,3pm,41,soc,0,0,0,1,3,2,2,3
sub-19,,,"Sushi, fresh fish",They like it a lot because the fish tastes fresh,,Teresa asks james if he's had a specific experience with scorpions,That evening for an egyptian concert,,41,loc,0,0,0,3,0,2,3,0
sub-20,,,,,Coffee cup,James asks teresa if she hurt her head running into the door,James will pick teresa up to go to a concert,3 pm,41,soc,0,0,0,0,0,0,1,3
sub-22,Like a japanese restaurant,Japanese,"She orders a japanese beer and a salmon roll, he orders a vegetable and salmon roll",Theh both like their food,"Phone, she walks into a wall",James asks her if her head still hurts,That night they are going to a concert of an egyptian musician,3pm james has to  leave,41,loc,0,1,2,1,0,2,3,3
sub-23,,,,,,,James asks teresa out on a date,,41,np,0,0,0,0,0,0,0,0
sub-24,,Small,,They said they are good to the servant,,,,,41,np,0,0,0,1,0,0,0,0
sub-27,New atlanta sushi place with wood or oak counters and whatnot ,,"Teresa orders some roll w fish and a japanese beer, he orders two rolls one of which being a vegetable roll",,Teresa slams into a door holding her phone. james is already seated in the restaurant,"Pretty sure he asked her if it hurt, and she asked if he's ever felt the sting of a scorpion, particularly some death-something egyptian one. ",They will be meeting tonight for an egyptian performer's concert. james will pick her up ,3ish maybe since one of them was running late and they were having lunch,41,soc,1,0,3,0,0,2,3,3
sub-28,With plants along the wall and branches hanging from the ceiling ,Japanese with small american writing; it is a sushi place,Salmon roll with a japanese beer; james orders a salmon roll and a tuna roll,They think the fish tastes fresh,,Teresa asks have you been stung by a scorpion before,Later tonight to go to a concert,The afternoon,41,loc,2,2,3,2,0,0,2,0
sub-29,,Neon yellow,Teresa orders a salmon roll and japanese beer. james orders a tuna roll and a vegetable roll,They both really liked what they ordered.,,James asks teresa if her forehead is okay,The couple will be meeting later that night to go to an egypt concert,,41,loc,0,1,3,1,0,2,3,0
sub-30,"With tree branches, lots of orange, a long wooden bar at which the couple sits","Large, orange, with japanese characters accompanied by smaller english translations","James orders two sushi rolls, a tuna and veggie, while teresa orders an alaska roll and a japanese beer",Both react positively,"Teresa is holding a phone, while james is holding nothing, or at least does not have the contents of his hands mentioned",How is your forehead feelingquestion,They will meet that evening for a concert of an egyptian artist,3colon00 pm,41,np,2,2,3,1,0,2,3,3
sub-31,,,,, ,Have you ever been bitten by a scorpion,,,41,loc,0,0,0,0,0,0,0,0
sub-32,Lots of plants ,,James orders a tuna roll and vegetable roll,The clients both like their food,,James asks if teresa's head hurts from running into the door,They will meet later that night to go to a concert together for an egyptian artist,3pm,41,soc,1,0,2,1,0,2,3,3
sub-35,"Bar, japanese theme",,Rolls,Enjoy the food a lot,,What happened to your foreheadquestion,They go to an iundoor concert together,',41,soc,0,0,0,2,0,2,1,0
sub-37,"It is a very modern restaurant, being brand new, but i don't remember specific decor.",I don't remember specifics but it is a new sushi restaurant so that would dominate the menu.,"James orders a tuna roll with some sort of vegetable-based side or drink, and teresa orders a salmon roll with a japanese beer.",It is delicious,James is the initiator and he is holding a newspaper when he notices teresa run into the door,"James asks if her forehead is okay, from walking straight into the door when she arrived",They meet that evening for an egyptian music concert,3 oclock in the afternoon,41,soc,0,0,3,1,3,2,3,3
sub-38,,Laminated paper,"James gets a tuna roll and a vegetable roll, and teresa orders a salmon roll and a japanese beer","They both like their food, as the fish was very fresh",Teresa was preoccupied with her phone when she ran into the door,Is your forehead alright,James will pick teresa up later that day to take her to a concert for an egyptian musician,3pm,41,soc,0,0,3,3,0,3,3,3
sub-01,There are a bunch of displays of thanksgiving food and decorations,"Alex is looking at various stuffing, cranberry sauce, etc. options",,,"Not sure, maybe a few years",There is one big sparkly white diamond on a thin band,He takes it out of his wallet,,23,soc,1,0,0,0,0,3,3,0
sub-03,Normal grocery store,Meat,One lane only,"Like 50 dollars, paid in cash",23 months,"One ring, white glittering diamond",A box,Her mom,23,soc,0,0,0,2,3,3,0,3
sub-05,Crowded because it's the day before thanksgiving,"They pick out turkey, stuffing, and pies",2 lanes are open,The groceries are around 14 dollars and alex pays with cash,23 months,1 white diamond that glistens,Thin wedding band,Mom,23,soc,1,0,0,3,3,3,0,3
sub-07,,Chips,,50,,,,Best friend,23,np,2,0,0,0,0,0,0,0
sub-09,Big windows streaming light in with thanksgiving decorations around,Canned pumpkin and something else,5 are open; they pick lane 3,14 dollars in cash,"I don't remember, but it was longer than a year; maybe two years",One regular diamond i think,I don't remember. probably a case,Her father maybe... or best friend... im mixing them up,23,loc,2,1,3,3,0,2,0,0
sub-10,Very crowded,"Chloe buys cranberry sauce, barbeque sauce, and pumpkin slices",There are 3 open they step into number 6,It is 16 dollars and they pay by credit card,23 months,"1 diamond, silver",In a shopping basket,Chloe texts her mom a picture of her hand,23,soc,0,0,0,0,3,2,0,3
sub-12,,,,,,"1 diamon, sparkly clear",Ring box,,23,loc,0,0,0,0,0,2,0,0
sub-14,Friends were at entrance of grocery store,,,Cash,,,,,23,np,0,0,0,2,0,0,0,0
sub-16,I don't remember.,I don't remember.,I don't remember.,"50 dollars, chloe paied with her credit card.",5 years,"5, red",I don't remember,Her best friend,23,np,0,0,0,0,0,0,0,0
sub-17,"Quite nice- front wall is glass, so sunlight is pouring in. also busy with shoppers","Chloe gets a can of pumpkin puree, a bottle of vinegar, and some cranberry sauce",6; lane 3. or 3; lane 6,"$14, cash",,One clear diamond,In the crease of alex's wallet,Her sister,23,loc,1,3,2,3,0,2,3,0
sub-19,,,1 lane open,14,,Pink,,,23,np,0,0,0,2,0,0,0,0
sub-20,,"Sweet potatoe puree, vinegar","5 are open, they go to lane 3",Alex pays $14 in cash,5 years,1 white diamond,,Mom,23,loc,0,3,3,3,0,3,0,3
sub-21,,,"5, 2",,,,,,23,np,0,0,2,0,0,0,0,0
sub-23,,,,Alex pays with cash ,,,,Her brother,23,loc,0,0,0,2,0,0,0,0
sub-24,,,,, ,5 or 6,,,23,loc,0,0,0,0,0,0,0,0
sub-25,Thanksgiving related posters everywhere,Thanksgiving related food,,,,5 red,,Family,23,np,1,0,0,0,0,0,0,0
sub-26,Bright lights maybe i feel like i remember that detail from somewhere,,1 checkout i think,Credit card,3 or 5 years,1 diamond,In his hands maybe in a box,Her best friend,23,np,1,0,0,0,0,2,0,0
sub-27,,,,14$ alex pays while chloe sends a picture of the diamond ring to her family,,1 large diamond that she flaunts to some stranger. this one was standard diamond i think .,,Her dad mom or some family member i think,23,np,0,0,0,2,0,2,0,1
sub-28,,,,,23 months,1 white diamond,A wallet,Mom,23,soc,0,0,0,0,3,3,3,3
sub-29,Its crowded because people are shopping for thanksgiving,,,Alex pays for the 14 dollar groceries in cash.,23 months,1 white diamond,,Chloe texts her mom,23,soc,1,0,0,3,3,3,0,3
sub-30,"It is busy on account of it being thanksgiving eve, with lots of people moving carts piled high with turkeys, canned goods, and other thanksgiving treats. the store windows are highly decorated in a fall manner, with shades of red, orange, and yellow among things like scarecrows and other autumnal decorations.",A can of pumpkin puree,"All of them are open, the clients step into lane 5","The groceries are 14 dollars, which alex pays for in cash",23 months,"1 diamond, which is a white, glittery color",The ring sits in alex's wallet until he pulls it out and presents it to chloe while in line,Chloe texts her mom a picture of her hand with a ring first,23,soc,1,2,0,3,3,3,3,3
sub-31,,Canned goods,,14 dollars in cash,,,,Mom,23,loc,0,0,0,3,0,0,0,3
sub-32,,,,,,,,,23,soc,0,0,0,0,0,0,0,0
sub-33,,Vodka sauce,,,23 months,One white,Wallet,Mom,23,soc,0,0,0,0,3,3,3,3
sub-36,It is a small grocery store with some decorated lights,Small grocery stuff,"5, 3",$14  and payment is done by cash,2 years,2 grey,,Her mother,23,np,1,0,3,3,0,0,0,3
sub-37,There is light flowing in through many windows. it is nearing thanksgiving so there are thanksgiving decorations,"I don't remember specific items, but they were in the canned foods aisle when chloe asked alex what else they needed","There are 5 lanes open, and they are in lane 2","14 dollars, paid in cash",22 months,,,Her siblings i think.,23,loc,2,0,2,3,2,0,0,0
